Identification,MachineType,ProgramHeaderOffset,SectionHeaderOffset,Flags,HeaderSize,SizeProgramHeader,EntriesProgram,SizeSectionHeader,EntriesSection,StringTableIndex,.text_type,.text_size,.text_alignment,.bss_type,.bss_size,.bss_alignment,.comment_size,.comment_entsize,.data_type,.data_size,.data_alignment,.dynamic_type,.dynamic_size,.dynamic_entsize,.dynamic_table_index_link,.dynamic_alignment,.dynstr_type,.dynstr_size,.dynsym_type,.dynsym_size,.dynsym_entsize,.dynsym_table_index_link,.dynsym_info,.dynsym_alignment,.fini_type,.fini_size,.fini_alignment,.hash_type,.hash_table_index_link,.hash_alignment,.gnu.hash_type,.gnu.hash_size,.gnu.hash_entsize,.gnu.hash_table_index_link,.gnu.hash_alignment,.init_type,.init_size,.init_alignment,.got_type,.got_flags,.got_size,.got_entsize,.got_alignment,.interp_type,.interp_size,.plt_type,.plt_flags,.plt_size,.plt_entsize,.plt_alignment,.rodata_type,.rodata_flags,.rodata_size,.rodata_entsize,.rodata_alignment,.shstrtab_size,.strtab_size,.symtab_size,.symtab_entsize,.symtab_table_index_link,.symtab_info,.symtab_alignment,.sbss_type,.sbss_flags,.rel.dyn_type,.rel.plt_type,.rel.plt_flags,.got.plt_type,.got.plt_size,.got.plt_entsize,.got.plt_alignment,STB_LOCAL,dynamic_s_c,STT_OBJECT_STB_GLOBAL,STT_OBJECT_STB_WEAK,STT_NOTYPE_STB_WEAK,STB_WEAK,STT_NOTYPE_STB_LOCAL,STT_FUNC,STT_FUNC_STB_GLOBAL,STT_NOTYPE_STB_GLOBAL,STB_GLOBAL,STT_NOTYPE,STT_OBJECT,STT_FUNC_STB_WEAK,s_STT_FUNC_STB_LOCAL,symbol_tab,s_STT_FUNC_STB_WEAK,s_STT_FUNC,s_STB_LOCAL,s_STT_FUNC_STB_GLOBAL,s_STB_GLOBAL,s_STB_WEAK,s_STT_OBJECT_STB_WEAK,s_STT_OBJECT,s_STT_OBJECT_STB_LOCAL,s_STT_NOTYPE,s_STT_NOTYPE_STB_GLOBAL,s_STT_NOTYPE_STB_WEAK,s_STT_NOTYPE_STB_LOCAL,s_STT_OBJECT_STB_GLOBAL,DYNRELAENT,DYNFINI,DYNPLTRELSZ,DYNVERNEEDNUM,DYNINIT_ARRAY,DYNSTRSZ,DYNSTRTAB,DYNPLTREL,DYNRELENT,DYN,DYNJMPREL,DYNSYMTAB,DYNRPATH,DYNFINI_ARRAYSZ,DYNNEEDED,DYNSYMENT,DYNCOUNT,DYNINIT,DYNRELSZ,DYNINIT_ARRAYSZ,DYNVERNEED,DYNRELASZ,DYNREL,DYNRELA,DYNPLTGOT,DYNHASH,DYNDEBUG,DYNFINI_ARRAY,DYNNULL,R_386_GLOB_DAT,R_386_JUMP_SLOT,R_386_COPY,GOT_SIZE,HASH_SIZE,label,Identification_l
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,384316,,52,32,8,40,30,29,PROGBITS,2638340.0,16.0,NOBITS,144274.0,32.0,,,PROGBITS,1138.0,32.0,DYNAMIC,598.0,8.0,7.0,4.0,STRTAB,5253.0,DYNSYM,6504.0,16.0,7.0,1.0,4.0,PROGBITS,40.0,4.0,HASH,6.0,4.0,GNU_HASH,146.0,4.0,6.0,4.0,PROGBITS,72.0,4.0,PROGBITS,WA,4.0,4.0,4.0,PROGBITS,25.0,PROGBITS,AX,6034.0,4.0,16.0,PROGBITS,A,139784.0,0.0,32.0,599.0,,,,,,,,,REL,REL,A,PROGBITS,1110.0,4.0,4.0,1,123,4,6,2,8,1,110,110,0,114,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,5,1,25,1,1,1,1,0,1,0,1,1,1,0,1,1,111,9,460,980,M,0
7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,64,6744,,64,56,9,64,31,28,PROGBITS,1076.0,16.0,NOBITS,8.0,1.0,82.0,1.0,PROGBITS,22.0,8.0,DYNAMIC,1124.0,16.0,6.0,8.0,STRTAB,97.0,DYNSYM,150.0,24.0,6.0,1.0,8.0,PROGBITS,9.0,4.0,,,,GNU_HASH,40.0,0.0,5.0,8.0,PROGBITS,38.0,4.0,PROGBITS,WA,8.0,8.0,8.0,PROGBITS,40.0,PROGBITS,AX,72.0,16.0,16.0,PROGBITS,A,67.0,0.0,4.0,616.0,1379.0,5892.0,24.0,30.0,50.0,8.0,,,,,,PROGBITS,64.0,8.0,8.0,1,4,0,0,1,1,1,2,2,0,2,2,0,0,7,71,0,15,19,8,16,5,0,12,8,13,4,5,4,4,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,22,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,48,28,B,12
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,57640,,52,32,3,40,16,13,PROGBITS,287826.0,16.0,NOBITS,256.0,32.0,9108.0,0.0,PROGBITS,1892.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,30326.0,0.0,32.0,273.0,29462.0,39300.0,16.0,15.0,223.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,624,48,348,69,285,344,57,3,103,45,19,4,6,9,55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,96884,,52,32,8,40,38,35,NOBITS,137490.0,16.0,NOBITS,768.0,64.0,23.0,1.0,NOBITS,1892.0,64.0,NOBITS,520.0,8.0,0.0,4.0,NOBITS,6241.0,NOBITS,8320.0,16.0,0.0,1.0,4.0,NOBITS,37.0,4.0,,,,NOBITS,132.0,4.0,0.0,4.0,NOBITS,69.0,4.0,NOBITS,WA,8.0,4.0,4.0,NOBITS,25.0,NOBITS,AX,6432.0,4.0,16.0,NOBITS,A,22296.0,0.0,64.0,852.0,18544.0,17984.0,16.0,37.0,105.0,4.0,,,NOBITS,NOBITS,A,NOBITS,285960729238.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,290,0,196,58,165,179,6,1,35,24,12,4,5,3,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,84,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,895568,,52,32,5,40,28,25,PROGBITS,6855044.0,32.0,NOBITS,210212.0,32.0,13584.0,0.0,PROGBITS,20996.0,32.0,,,,,,,,,,,,,,PROGBITS,38.0,4.0,,,,,,,,,PROGBITS,35.0,4.0,PROGBITS,WA,146.0,4.0,4.0,,,,,,,,PROGBITS,A,1115778.0,0.0,32.0,660.0,1397586.0,534880.0,16.0,27.0,1236.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,5185,1840,3984,1166,1539,1831,2098,227,866,373,245,26,31,188,266,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,M,0
7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,64,6664,,64,56,9,64,31,28,PROGBITS,1026.0,16.0,NOBITS,8.0,1.0,82.0,1.0,PROGBITS,22.0,8.0,DYNAMIC,1124.0,16.0,6.0,8.0,STRTAB,98.0,DYNSYM,150.0,24.0,6.0,1.0,8.0,PROGBITS,9.0,4.0,,,,GNU_HASH,40.0,0.0,5.0,8.0,PROGBITS,38.0,4.0,PROGBITS,WA,8.0,8.0,8.0,PROGBITS,40.0,PROGBITS,AX,72.0,16.0,16.0,PROGBITS,AM,4.0,4.0,4.0,616.0,1361.0,5682.0,24.0,30.0,47.0,8.0,,,,,,PROGBITS,64.0,8.0,8.0,1,4,0,0,1,1,1,2,2,0,2,2,0,0,4,68,0,13,16,9,16,5,0,11,8,13,4,5,4,3,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,22,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,48,28,B,12
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,553320,,52,32,5,40,28,25,PROGBITS,4397330.0,16.0,NOBITS,156562.0,32.0,4184.0,0.0,PROGBITS,10368.0,32.0,,,,,,,,,,,,,,PROGBITS,40.0,4.0,,,,,,,,,PROGBITS,35.0,4.0,PROGBITS,WA,8.0,4.0,4.0,,,,,,,,PROGBITS,A,551286.0,0.0,32.0,660.0,209987.0,227364.0,16.0,27.0,914.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,2364,240,1591,870,873,1150,280,18,561,286,148,20,22,106,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,44216,,52,32,3,40,16,13,PROGBITS,221796.0,16.0,NOBITS,153490.0,32.0,6498.0,0.0,PROGBITS,2194.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,18196.0,0.0,32.0,273.0,25201.0,51.0,16.0,15.0,181.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,542,46,307,51,249,306,55,3,86,30,19,4,6,9,53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,101928,,52,32,3,40,16,13,PROGBITS,352644.0,16.0,NOBITS,107497074.0,32.0,10548.0,0.0,PROGBITS,17984.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,227120.0,0.0,32.0,273.0,37220.0,73878.0,16.0,15.0,258.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,756,53,405,74,335,437,61,3,149,48,18,4,5,9,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,965476,,52,32,5,40,28,25,PROGBITS,7620160.0,32.0,NOBITS,210262.0,32.0,13968.0,0.0,PROGBITS,21248.0,32.0,,,,,,,,,,,,,,PROGBITS,38.0,4.0,,,,,,,,,PROGBITS,35.0,4.0,PROGBITS,WA,146.0,4.0,4.0,,,,,,,,PROGBITS,A,1182086.0,0.0,32.0,660.0,1476505.0,554792.0,16.0,27.0,1276.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,5483,2017,4224,1202,1595,1897,2290,242,920,402,245,26,31,188,276,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,0,364504,,52,0,0,40,10,7,PROGBITS,3551301.0,1.0,NOBITS,4.0,4.0,,,PROGBITS,4932.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGBITS,AX,0.0,0.0,1.0,,,,,,87.0,6160.0,10116.0,16.0,9.0,13.0,4.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,174,0,11,9,4,161,0,0,1,1,158,157,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,109132,,52,32,3,40,16,13,PROGBITS,483414.0,16.0,NOBITS,131474.0,32.0,17238.0,0.0,PROGBITS,99716.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,37507.0,0.0,32.0,273.0,103033.0,136776.0,16.0,15.0,459.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,1353,98,857,193,662,789,105,3,212,86,18,4,4,10,123,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,64,6624,,64,56,9,64,31,28,PROGBITS,1048.0,16.0,NOBITS,8.0,1.0,82.0,1.0,PROGBITS,22.0,8.0,DYNAMIC,1124.0,16.0,6.0,8.0,STRTAB,98.0,DYNSYM,150.0,24.0,6.0,1.0,8.0,PROGBITS,9.0,4.0,,,,GNU_HASH,40.0,0.0,5.0,8.0,PROGBITS,38.0,4.0,PROGBITS,WA,8.0,8.0,8.0,PROGBITS,40.0,PROGBITS,AX,72.0,16.0,16.0,PROGBITS,AM,4.0,4.0,4.0,616.0,1344.0,5640.0,24.0,30.0,47.0,8.0,,,,,,PROGBITS,64.0,8.0,8.0,1,4,0,0,1,1,1,2,2,0,2,2,0,0,4,67,0,12,16,8,15,5,0,11,8,13,4,5,4,3,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,22,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,48,28,B,12
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,97440,,52,32,3,40,16,13,PROGBITS,332594.0,16.0,NOBITS,107497074.0,32.0,12324.0,0.0,PROGBITS,16736.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,222982.0,0.0,32.0,273.0,36888.0,72068.0,16.0,15.0,266.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,749,52,415,77,346,423,60,3,127,51,18,4,5,9,73,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,56584,,52,32,3,40,16,13,PROGBITS,283240.0,16.0,NOBITS,256.0,32.0,9108.0,0.0,PROGBITS,1942.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,30326.0,0.0,32.0,273.0,29332.0,56.0,16.0,15.0,223.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,622,48,347,69,284,342,57,3,102,45,19,4,6,9,54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,61352,,52,32,3,40,16,13,PROGBITS,284548.0,16.0,NOBITS,107497074.0,32.0,10248.0,0.0,PROGBITS,4182.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,67714.0,0.0,32.0,273.0,34067.0,70020.0,16.0,15.0,248.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,699,50,384,72,317,393,58,3,121,46,18,4,5,9,72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,117232,,52,32,3,40,16,13,PROGBITS,537728.0,16.0,NOBITS,217110.0,32.0,17298.0,0.0,PROGBITS,99414.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,66560.0,0.0,32.0,273.0,103542.0,137302.0,16.0,15.0,465.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,1366,98,877,197,682,796,105,3,203,90,18,4,4,10,110,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,895568,,52,32,5,40,28,25,PROGBITS,6855044.0,32.0,NOBITS,210212.0,32.0,13584.0,0.0,PROGBITS,20996.0,32.0,,,,,,,,,,,,,,PROGBITS,38.0,4.0,,,,,,,,,PROGBITS,35.0,4.0,PROGBITS,WA,146.0,4.0,4.0,,,,,,,,PROGBITS,A,1115778.0,0.0,32.0,660.0,1397586.0,534880.0,16.0,27.0,1236.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,5185,1840,3984,1166,1539,1831,2098,227,866,373,245,26,31,188,266,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,78188,,52,32,3,40,16,13,PROGBITS,340786.0,16.0,NOBITS,107497074.0,32.0,10608.0,0.0,PROGBITS,4932.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,102514.0,0.0,32.0,273.0,34640.0,71240.0,16.0,15.0,261.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,728,53,406,75,336,406,61,3,118,49,18,4,5,9,66,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,64,124728,,64,56,9,64,29,28,PROGBITS,459315.0,16.0,NOBITS,13362.0,32.0,,,PROGBITS,1544.0,32.0,DYNAMIC,1152.0,16.0,6.0,8.0,STRTAB,5376.0,DYNSYM,12936.0,24.0,6.0,1.0,8.0,PROGBITS,9.0,4.0,,,,GNU_HASH,402.0,0.0,5.0,8.0,PROGBITS,38.0,4.0,PROGBITS,WA,8.0,8.0,8.0,PROGBITS,40.0,PROGBITS,AX,6152.0,16.0,16.0,PROGBITS,A,158102.0,0.0,32.0,600.0,,,,,,,,,,,,PROGBITS,2336.0,8.0,8.0,1,137,7,2,4,6,1,120,120,3,130,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,2,1,23,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,928,192,B,12
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,94356,,52,32,3,40,16,13,PROGBITS,430180.0,16.0,NOBITS,107497074.0,32.0,12354.0,0.0,PROGBITS,4182.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,99430.0,0.0,32.0,273.0,37462.0,74376.0,16.0,15.0,273.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,768,53,425,83,354,434,61,3,135,56,18,4,5,9,76,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,64,917720,,64,56,10,64,33,32,PROGBITS,4617289.0,16.0,NOBITS,38674.0,32.0,,,PROGBITS,9750.0,32.0,DYNAMIC,1152.0,16.0,6.0,8.0,STRTAB,4976.0,DYNSYM,13608.0,24.0,6.0,1.0,8.0,PROGBITS,9.0,4.0,,,,GNU_HASH,104.0,0.0,5.0,8.0,PROGBITS,38.0,4.0,PROGBITS,WA,36.0,8.0,8.0,PROGBITS,40.0,PROGBITS,AX,8740.0,16.0,16.0,PROGBITS,A,3481608.0,0.0,32.0,776.0,,,,,,,,,,,,PROGBITS,4392.0,8.0,8.0,1,147,4,2,3,7,1,137,135,0,139,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,2,1,23,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1152,68,B,12
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,118336,,52,32,3,40,16,13,PROGBITS,545042.0,16.0,NOBITS,215428.0,32.0,17268.0,0.0,PROGBITS,99218.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,65664.0,0.0,32.0,273.0,103686.0,137224.0,16.0,15.0,462.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,1363,98,877,195,682,796,105,3,201,88,18,4,4,10,110,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,1189876,,52,32,5,40,28,25,PROGBITS,9593206.0,32.0,NOBITS,226102.0,32.0,14688.0,0.0,PROGBITS,16712.0,32.0,,,,,,,,,,,,,,PROGBITS,38.0,4.0,,,,,,,,,PROGBITS,35.0,4.0,PROGBITS,WA,146.0,4.0,4.0,,,,,,,,PROGBITS,A,1261968.0,0.0,32.0,660.0,2109991.0,620132.0,16.0,27.0,1221.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591,6104,2557,4559,1169,1411,1836,3025,437,1226,390,245,26,31,188,399,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,M,0
7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,64,6656,,64,56,9,64,31,28,PROGBITS,1300.0,16.0,NOBITS,8.0,1.0,82.0,1.0,PROGBITS,22.0,8.0,DYNAMIC,1124.0,16.0,6.0,8.0,STRTAB,86.0,DYNSYM,114.0,24.0,6.0,1.0,8.0,PROGBITS,9.0,4.0,,,,GNU_HASH,40.0,0.0,5.0,8.0,PROGBITS,38.0,4.0,PROGBITS,WA,8.0,8.0,8.0,PROGBITS,40.0,PROGBITS,AX,50.0,16.0,16.0,PROGBITS,A,64.0,0.0,8.0,616.0,1321.0,5718.0,24.0,30.0,47.0,8.0,,,,,,PROGBITS,50.0,8.0,8.0,1,3,0,0,1,1,1,1,1,0,1,2,0,0,4,69,0,14,16,10,17,5,0,11,8,13,4,5,4,3,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,22,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,40,28,B,12
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,59024,,52,32,3,40,10,9,PROGBITS,272161.0,16.0,NOBITS,4932.0,32.0,,,PROGBITS,1376.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,86930.0,0.0,32.0,98.0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,1959548,,52,32,4,40,23,22,PROGBITS,22452264.0,16.0,NOBITS,2639200.0,32.0,13970.0,0.0,PROGBITS,83232.0,32.0,,,,,,,,,,,,,,PROGBITS,38.0,4.0,,,,,,,,,PROGBITS,35.0,4.0,PROGBITS,WA,360.0,4.0,4.0,,,,,,,,PROGBITS,A,,0.0,32.0,583.0,,,,,,,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,110472,,52,32,3,40,16,13,PROGBITS,479876.0,16.0,NOBITS,132968.0,32.0,17268.0,0.0,PROGBITS,99624.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,,0.0,32.0,273.0,103288.0,137252.0,16.0,15.0,458.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,1364,98,870,191,679,801,105,3,209,88,18,4,4,10,118,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,106384,,52,32,3,40,16,13,PROGBITS,0.0,16.0,NOBITS,156530.0,32.0,12648.0,0.0,PROGBITS,141384.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,132920.0,0.0,32.0,273.0,38245.0,75652.0,16.0,15.0,275.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,799,53,443,78,373,463,61,3,141,52,18,4,5,9,86,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,99524,,52,32,3,40,16,13,PROGBITS,0.0,16.0,NOBITS,156530.0,32.0,12678.0,0.0,PROGBITS,140388.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,74530.0,0.0,32.0,273.0,38408.0,75848.0,16.0,15.0,276.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,803,53,445,78,375,466,61,3,142,52,18,4,5,9,87,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
